Team,Season,No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
Utah Jazz,2020-21,8,Shaquille Harrison,SG,6-7,190,"October 6, 1993",3,Tulsa
Utah Jazz,2020-21,33,Elijah Hughes,SF,6-5,215,"March 10, 1998",R,Syracuse
Utah Jazz,2020-21,77,Ersan İlyasova,PF,6-9,235,"May 15, 1987",12,
Utah Jazz,2020-21,2,Joe Ingles,SF,6-8,220,"October 2, 1987",6,
Utah Jazz,2020-21,45,Donovan Mitchell,PG,6-1,215,"September 7, 1996",3,Louisville
Utah Jazz,2020-21,16,Juwan Morgan,PF,6-7,232,"April 17, 1997",1,Indiana
Utah Jazz,2020-21,31,Georges Niang,PF,6-7,230,"June 17, 1993",4,Iowa State
Utah Jazz,2020-21,23,Royce O'Neale,SF,6-4,226,"June 5, 1993",3,Denver
Utah Jazz,2020-21,81,Miye Oni,SG,6-5,206,"August 4, 1997",1,Yale
Utah Jazz,2020-21,21,Matt Thomas,SG,6-4,190,"August 4, 1994",1,Iowa State
Washington Wizards,2010-11,9,Gilbert Arenas,PG,6-4,191,"January 6, 1982",9,Arizona
Washington Wizards,2010-11,24,Hilton Armstrong,C,6-11,235,"November 11, 1984",4,UConn
Washington Wizards,2010-11,00,Mike Bibby,PG,6-1,190,"May 13, 1978",12,Arizona
Washington Wizards,2010-11,7,Andray Blatche,PF,6-11,235,"August 22, 1986",5,
Washington Wizards,2010-11,35,Trevor Booker,PF,6-8,228,"November 25, 1987",R,Clemson
Washington Wizards,2010-11,15,Jordan Crawford,SG,6-4,195,"October 23, 1988",R,Indiana
Washington Wizards,2010-11,6,Maurice Evans,SF,6-5,220,"November 8, 1978",7,Wichita State
Washington Wizards,2010-11,15,Alonzo Gee,SG,6-6,225,"May 29, 1987",1,Alabama
Washington Wizards,2010-11,12,Kirk Hinrich,SG,6-4,190,"January 2, 1981",7,Kansas
Washington Wizards,2010-11,5,Josh Howard,SF,6-7,210,"April 28, 1980",7,Wake Forest
Washington Wizards,2010-11,3,Lester Hudson,PG,6-3,190,"August 7, 1984",1,University of Tennessee at Martin
Washington Wizards,2010-11,12,Othyus Jeffers,SG,6-5,200,"August 5, 1985",1,University of Illinois at Chicago
Washington Wizards,2010-11,31,Yi Jianlian,PF,7-0,240,"October 27, 1987",3,
Washington Wizards,2010-11,9,Rashard Lewis,SF,6-10,215,"August 8, 1979",12,
Washington Wizards,2010-11,20,Cartier Martin,SF,6-7,220,"November 20, 1984",2,Kansas State
Washington Wizards,2010-11,34,JaVale McGee,C,7-0,270,"January 19, 1988",2,Nevada
Washington Wizards,2010-11,55,Hamady N'Diaye,C,7-0,235,"January 12, 1987",R,Rutgers University
Washington Wizards,2010-11,32,Larry Owens,SF,6-7,210,"January 8, 1983",R,Oral Roberts
Washington Wizards,2010-11,13,Kevin Séraphin,PF,6-9,285,"December 7, 1989",R,
Washington Wizards,2010-11,22,Mustafa Shakur,PG,6-3,190,"August 18, 1984",R,Arizona
Washington Wizards,2010-11,14,Al Thornton,SF,6-8,220,"December 7, 1983",3,Florida State
Washington Wizards,2010-11,2,John Wall,PG,6-3,210,"September 6, 1990",R,Kentucky
Washington Wizards,2010-11,1,Nick Young,SG,6-7,210,"June 1, 1985",3,USC
Washington Wizards,2011-12,21,Morris Almond,SG,6-6,225,"February 2, 1985",2,Rice University
Washington Wizards,2011-12,7,Andray Blatche,PF,6-11,235,"August 22, 1986",6,
Washington Wizards,2011-12,35,Trevor Booker,PF,6-8,228,"November 25, 1987",1,Clemson
Washington Wizards,2011-12,43,Brian Cook,PF,6-9,234,"December 4, 1980",8,Illinois
Washington Wizards,2011-12,15,Jordan Crawford,SG,6-4,195,"October 23, 1988",1,Indiana
Washington Wizards,2011-12,6,Maurice Evans,SF,6-5,220,"November 8, 1978",8,Wichita State
Washington Wizards,2011-12,42,Nenê,C,6-11,250,"September 13, 1982",9,
Washington Wizards,2011-12,9,Rashard Lewis,SF,6-10,215,"August 8, 1979",13,
Washington Wizards,2011-12,22,Shelvin Mack,PG,6-3,203,"April 22, 1990",R,Butler
Washington Wizards,2011-12,20,Cartier Martin,SF,6-7,220,"November 20, 1984",3,Kansas State
Washington Wizards,2011-12,8,Roger Mason,SG,6-5,200,"September 10, 1980",7,Virginia
Washington Wizards,2011-12,34,JaVale McGee,C,7-0,270,"January 19, 1988",3,Nevada
Washington Wizards,2011-12,55,Hamady N'Diaye,C,7-0,235,"January 12, 1987",1,Rutgers University
Washington Wizards,2011-12,13,Kevin Séraphin,C,6-9,285,"December 7, 1989",1,
Washington Wizards,2011-12,31,Chris Singleton,SF,6-8,230,"November 21, 1989",R,Florida State
Washington Wizards,2011-12,3,James Singleton,PF,6-8,216,"July 20, 1981",4,Murray State
Washington Wizards,2011-12,21,Ronny Turiaf,C,6-10,249,"January 13, 1983",6,Gonzaga
Washington Wizards,2011-12,1,Edwin Ubiles,SF,6-6,204,"November 26, 1986",R,Siena College
Washington Wizards,2011-12,24,Jan Veselý,PF,6-11,240,"April 24, 1990",R,
Washington Wizards,2011-12,2,John Wall,PG,6-3,210,"September 6, 1990",1,Kentucky
Washington Wizards,2011-12,1,Nick Young,SG,6-7,210,"June 1, 1985",4,USC
Washington Wizards,2012-13,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",8,UCLA
Washington Wizards,2012-13,30,Earl Barron,C,7-0,250,"August 14, 1981",6,Memphis
Washington Wizards,2012-13,3,Bradley Beal,SG,6-4,207,"June 28, 1993",R,Florida
Washington Wizards,2012-13,35,Trevor Booker,PF,6-8,228,"November 25, 1987",2,Clemson
Washington Wizards,2012-13,98,Jason Collins,C,7-0,255,"December 2, 1978",11,Stanford
Washington Wizards,2012-13,15,Jordan Crawford,SG,6-4,195,"October 23, 1988",2,Indiana
Washington Wizards,2012-13,42,Nenê,PF,6-11,250,"September 13, 1982",10,
Washington Wizards,2012-13,14,Shaun Livingston,PG,6-7,192,"September 11, 1985",7,
Washington Wizards,2012-13,22,Shelvin Mack,PG,6-3,203,"April 22, 1990",1,Butler
Washington Wizards,2012-13,20,Cartier Martin,SF,6-7,220,"November 20, 1984",4,Kansas State
Washington Wizards,2012-13,50,Emeka Okafor,C,6-10,252,"September 28, 1982",8,UConn
Washington Wizards,2012-13,7,Jannero Pargo,PG,6-1,175,"October 22, 1979",8,Arkansas
Washington Wizards,2012-13,12,A.J. Price,PG,6-2,181,"October 7, 1986",3,UConn
Washington Wizards,2012-13,13,Kevin Séraphin,C,6-9,285,"December 7, 1989",2,
Washington Wizards,2012-13,31,Chris Singleton,PF,6-8,230,"November 21, 1989",1,Florida State
Washington Wizards,2012-13,17,Garrett Temple,SG,6-5,195,"May 8, 1986",2,LSU
Washington Wizards,2012-13,24,Jan Veselý,PF,6-11,240,"April 24, 1990",1,
Washington Wizards,2012-13,2,John Wall,PG,6-3,210,"September 6, 1990",2,Kentucky
Washington Wizards,2012-13,9,Martell Webster,SF,6-7,230,"December 4, 1986",7,
Washington Wizards,2013-14,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",9,UCLA
Washington Wizards,2013-14,3,Bradley Beal,SG,6-4,207,"June 28, 1993",1,Florida
Washington Wizards,2013-14,35,Trevor Booker,PF,6-8,228,"November 25, 1987",3,Clemson
Washington Wizards,2013-14,90,Drew Gooden,C,6-10,250,"September 24, 1981",11,Kansas
Washington Wizards,2013-14,4,Marcin Gortat,C,6-11,240,"February 17, 1984",6,
Washington Wizards,2013-14,7,Al Harrington,PF,6-9,230,"February 17, 1980",15,
Washington Wizards,2013-14,42,Nenê,PF,6-11,250,"September 13, 1982",11,
Washington Wizards,2013-14,6,Eric Maynor,PG,6-3,175,"June 11, 1987",4,VCU
Washington Wizards,2013-14,24,Andre Miller,SG,6-3,200,"March 19, 1976",14,Utah
Washington Wizards,2013-14,22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",R,Georgetown
Washington Wizards,2013-14,14,Glen Rice Jr.,SG,6-6,206,"January 1, 1991",R,Georgia Tech
Washington Wizards,2013-14,13,Kevin Séraphin,C,6-9,285,"December 7, 1989",3,
Washington Wizards,2013-14,31,Chris Singleton,SF,6-8,230,"November 21, 1989",2,Florida State
Washington Wizards,2013-14,17,Garrett Temple,SG,6-5,195,"May 8, 1986",3,LSU
Washington Wizards,2013-14,24,Jan Veselý,PF,6-11,240,"April 24, 1990",2,
Washington Wizards,2013-14,2,John Wall,PG,6-3,210,"September 6, 1990",3,Kentucky
Washington Wizards,2013-14,9,Martell Webster,SF,6-7,230,"December 4, 1986",8,
Washington Wizards,2014-15,3,Bradley Beal,SG,6-4,207,"June 28, 1993",2,Florida
Washington Wizards,2014-15,45,DeJuan Blair,PF,6-7,270,"April 22, 1989",5,Pitt
Washington Wizards,2014-15,8,Rasual Butler,SF,6-7,215,"May 23, 1979",11,La Salle
Washington Wizards,2014-15,1,Will Bynum,SG,6-0,185,"January 4, 1983",7,Arizona
Washington Wizards,2014-15,90,Drew Gooden,PF,6-10,250,"September 24, 1981",12,Kansas
Washington Wizards,2014-15,4,Marcin Gortat,C,6-11,240,"February 17, 1984",7,
Washington Wizards,2014-15,42,Nenê,PF,6-11,250,"September 13, 1982",12,
Washington Wizards,2014-15,43,Kris Humphries,PF,6-9,235,"February 6, 1985",10,Minnesota
Washington Wizards,2014-15,24,Andre Miller,PG,6-3,200,"March 19, 1976",15,Utah
Washington Wizards,2014-15,1,Toure' Murry,SG,6-5,195,"November 8, 1989",1,Wichita State
Washington Wizards,2014-15,34,Paul Pierce,SF,6-7,235,"October 13, 1977",16,Kansas
Washington Wizards,2014-15,22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",1,Georgetown
Washington Wizards,2014-15,14,Glen Rice Jr.,SG,6-6,206,"January 1, 1991",1,Georgia Tech
Washington Wizards,2014-15,13,Kevin Séraphin,C,6-9,285,"December 7, 1989",4,
Washington Wizards,2014-15,7,Ramon Sessions,PG,6-3,190,"April 11, 1986",7,Nevada
Washington Wizards,2014-15,17,Garrett Temple,SG,6-5,195,"May 8, 1986",4,LSU
Washington Wizards,2014-15,2,John Wall,PG,6-3,210,"September 6, 1990",4,Kentucky
Washington Wizards,2014-15,9,Martell Webster,SF,6-7,230,"December 4, 1986",9,
Washington Wizards,2015-16,6,Alan Anderson,SG,6-6,220,"October 16, 1982",6,Michigan State
Washington Wizards,2015-16,3,Bradley Beal,SG,6-4,207,"June 28, 1993",3,Florida
Washington Wizards,2015-16,45,DeJuan Blair,C,6-7,270,"April 22, 1989",6,Pitt
Washington Wizards,2015-16,1,Jared Dudley,PF,6-6,237,"July 10, 1985",8,Boston College
Washington Wizards,2015-16,8,Jarell Eddie,SF,6-7,218,"October 30, 1991",R,Virginia Tech
Washington Wizards,2015-16,90,Drew Gooden,PF,6-10,250,"September 24, 1981",13,Kansas
Washington Wizards,2015-16,13,Marcin Gortat,C,6-11,240,"February 17, 1984",8,
Washington Wizards,2015-16,21,J.J. Hickson,C,6-9,242,"September 4, 1988",7,NC State
Washington Wizards,2015-16,42,Nenê,PF,6-11,250,"September 13, 1982",13,
Washington Wizards,2015-16,15,Ryan Hollins,C,7-0,240,"October 10, 1984",9,UCLA
Washington Wizards,2015-16,43,Kris Humphries,PF,6-9,235,"February 6, 1985",11,Minnesota
Washington Wizards,2015-16,5,Markieff Morris,PF,6-9,245,"September 2, 1989",4,Kansas
Washington Wizards,2015-16,14,Gary Neal,SG,6-4,210,"October 3, 1984",5,La Salle
Washington Wizards,2015-16,12,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",R,Kansas
Washington Wizards,2015-16,22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",2,Georgetown
Washington Wizards,2015-16,7,Ramon Sessions,PG,6-3,190,"April 11, 1986",8,Nevada
Washington Wizards,2015-16,17,Garrett Temple,SF,6-5,195,"May 8, 1986",5,LSU
Washington Wizards,2015-16,15,Marcus Thornton,SG,6-4,205,"June 5, 1987",6,LSU
Washington Wizards,2015-16,2,John Wall,PG,6-3,210,"September 6, 1990",5,Kentucky
Washington Wizards,2016-17,3,Bradley Beal,SG,6-4,207,"June 28, 1993",4,Florida
Washington Wizards,2016-17,44,Bojan Bogdanović,SF,6-7,226,"April 18, 1989",2,
Washington Wizards,2016-17,33,Trey Burke,PG,6-0,185,"November 12, 1992",3,Michigan
Washington Wizards,2016-17,13,Marcin Gortat,C,6-11,240,"February 17, 1984",9,
Washington Wizards,2016-17,4,Danuel House Jr.,SG,6-6,220,"June 7, 1993",R,Texas A&M
Washington Wizards,2016-17,7,Brandon Jennings,PG,6-1,170,"September 23, 1989",7,
Washington Wizards,2016-17,9,Sheldon Mac,SG,6-5,200,"December 21, 1992",R,Miami (FL)
Washington Wizards,2016-17,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",8,
Washington Wizards,2016-17,1,Chris McCullough,PF,6-11,200,"February 5, 1995",1,Syracuse
Washington Wizards,2016-17,5,Markieff Morris,PF,6-9,245,"September 2, 1989",5,Kansas
Washington Wizards,2016-17,44,Andrew Nicholson,PF,6-9,250,"December 8, 1989",4,St. Bonaventure
Washington Wizards,2016-17,32,Daniel Ochefu,C,6-11,245,"December 15, 1993",R,Villanova
Washington Wizards,2016-17,12,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",1,Kansas
Washington Wizards,2016-17,22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",3,Georgetown
Washington Wizards,2016-17,31,Tomáš Satoranský,SG,6-7,210,"October 30, 1991",R,
Washington Wizards,2016-17,14,Jason Smith,C,7-0,240,"March 2, 1986",8,Colorado State
Washington Wizards,2016-17,15,Marcus Thornton,SG,6-4,205,"June 5, 1987",7,LSU
Washington Wizards,2016-17,2,John Wall,PG,6-3,210,"September 6, 1990",6,Kentucky
Washington Wizards,2017-18,3,Bradley Beal,SG,6-4,207,"June 28, 1993",5,Florida
Washington Wizards,2017-18,8,Tim Frazier,PG,6-0,170,"November 1, 1990",3,Penn State
Washington Wizards,2017-18,13,Marcin Gortat,C,6-11,240,"February 17, 1984",10,
Washington Wizards,2017-18,4,Ty Lawson,PG,5-11,195,"November 3, 1987",8,UNC
Washington Wizards,2017-18,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",9,
Washington Wizards,2017-18,1,Chris McCullough,PF,6-11,200,"February 5, 1995",2,Syracuse
Washington Wizards,2017-18,20,Jodie Meeks,SG,6-4,210,"August 21, 1987",8,Kentucky
Washington Wizards,2017-18,5,Markieff Morris,PF,6-9,245,"September 2, 1989",6,Kansas
Washington Wizards,2017-18,12,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",2,Kansas
Washington Wizards,2017-18,22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",4,Georgetown
Washington Wizards,2017-18,7,Devin Robinson,SF,6-8,200,"March 7, 1995",R,Florida
Washington Wizards,2017-18,31,Tomáš Satoranský,SG,6-7,210,"October 30, 1991",1,
Washington Wizards,2017-18,30,Mike Scott,PF,6-7,237,"July 16, 1988",5,Virginia
Washington Wizards,2017-18,9,Ramon Sessions,PG,6-3,190,"April 11, 1986",10,Nevada
Washington Wizards,2017-18,14,Jason Smith,C,7-0,240,"March 2, 1986",9,Colorado State
Washington Wizards,2017-18,2,John Wall,PG,6-3,210,"September 6, 1990",7,Kentucky
Washington Wizards,2018-19,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",14,UCLA
Washington Wizards,2018-19,84,Ron Baker,SG,6-4,220,"March 30, 1993",2,Wichita State
Washington Wizards,2018-19,3,Bradley Beal,SG,6-4,207,"June 28, 1993",6,Florida
Washington Wizards,2018-19,6,Troy Brown Jr.,SF,6-6,215,"July 28, 1999",R,Oregon
Washington Wizards,2018-19,13,Thomas Bryant,C,6-10,248,"July 31, 1997",1,Indiana
Washington Wizards,2018-19,8,Sam Dekker,PF,6-9,230,"May 6, 1994",3,Wisconsin
Washington Wizards,2018-19,32,Jeff Green,PF,6-8,235,"August 28, 1986",10,Georgetown
Washington Wizards,2018-19,21,Dwight Howard,C,6-10,265,"December 8, 1985",14,
Washington Wizards,2018-19,20,John Jenkins,SG,6-4,215,"March 6, 1991",5,Vanderbilt
Washington Wizards,2018-19,4,Wesley Johnson,SF,6-7,215,"July 11, 1987",8,Iowa State
Washington Wizards,2018-19,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",10,
Washington Wizards,2018-19,52,Jordan McRae,SG,6-5,179,"March 28, 1991",2,Tennessee
Washington Wizards,2018-19,5,Markieff Morris,PF,6-9,245,"September 2, 1989",7,Kansas
Washington Wizards,2018-19,12,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",3,Kansas
Washington Wizards,2018-19,12,Jabari Parker,PF,6-8,245,"March 15, 1995",4,Duke
Washington Wizards,2018-19,4,Gary Payton II,PG,6-3,190,"December 1, 1992",2,Oregon State
Washington Wizards,2018-19,22,Otto Porter Jr.,SF,6-8,198,"June 3, 1993",5,Georgetown
Washington Wizards,2018-19,5,Bobby Portis,PF,6-10,250,"February 10, 1995",3,Arkansas
Washington Wizards,2018-19,9,Chasson Randle,PG,6-2,185,"February 5, 1993",1,Stanford
Washington Wizards,2018-19,1,Austin Rivers,SG,6-4,200,"August 1, 1992",6,Duke
Washington Wizards,2018-19,7,Devin Robinson,SF,6-8,200,"March 7, 1995",1,Florida
Washington Wizards,2018-19,31,Tomáš Satoranský,PG,6-7,210,"October 30, 1991",2,
Washington Wizards,2018-19,14,Jason Smith,C,7-0,240,"March 2, 1986",10,Colorado State
Washington Wizards,2018-19,2,John Wall,PG,6-3,210,"September 6, 1990",8,Kentucky
Washington Wizards,2018-19,15,Okaro White,PF,6-8,205,"August 13, 1992",2,Florida State
Washington Wizards,2019-20,3,Bradley Beal,SG,6-4,207,"June 28, 1993",7,Florida
Washington Wizards,2019-20,42,Dāvis Bertāns,PF,6-10,225,"November 12, 1992",3,
Washington Wizards,2019-20,17,Isaac Bonga,SF,6-8,180,"November 8, 1999",1,
Washington Wizards,2019-20,6,Troy Brown Jr.,SF,6-6,215,"July 28, 1999",1,Oregon
Washington Wizards,2019-20,13,Thomas Bryant,C,6-10,248,"July 31, 1997",2,Indiana
Washington Wizards,2019-20,9,Chris Chiozza,PG,5-11,175,"November 21, 1995",1,Florida
Washington Wizards,2019-20,22,Jerian Grant,SG,6-4,205,"October 9, 1992",4,Notre Dame
Washington Wizards,2019-20,8,Rui Hachimura,PF,6-8,230,"February 8, 1998",R,Gonzaga
Washington Wizards,2019-20,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",11,
Washington Wizards,2019-20,24,Garrison Mathews,SG,6-5,215,"October 24, 1996",R,Lipscomb
Washington Wizards,2019-20,52,Jordan McRae,SG,6-5,179,"March 28, 1991",3,Tennessee
Washington Wizards,2019-20,34,C.J. Miles,SF,6-6,220,"March 18, 1987",14,
Washington Wizards,2019-20,5,Shabazz Napier,PG,6-0,175,"July 14, 1991",5,UConn
Washington Wizards,2019-20,18,Anžejs Pasečņiks,C,7-1,229,"December 20, 1995",R,
Washington Wizards,2019-20,20,Gary Payton II,SF,6-3,190,"December 1, 1992",3,Oregon State
Washington Wizards,2019-20,12,Jerome Robinson,SG,6-4,190,"February 22, 1997",1,Boston College
Washington Wizards,2019-20,5,Justin Robinson,PG,6-1,195,"October 12, 1997",R,Virginia Tech
Washington Wizards,2019-20,1,Admiral Schofield,PF,6-5,241,"March 30, 1997",R,Tennessee
Washington Wizards,2019-20,14,Ish Smith,PG,6-0,175,"July 5, 1988",9,Wake Forest
Washington Wizards,2019-20,4,Isaiah Thomas,PG,5-9,185,"February 7, 1989",8,Washington
Washington Wizards,2019-20,7,Jarrod Uthoff,PF,6-9,221,"May 19, 1993",1,Iowa
Washington Wizards,2019-20,21,Moritz Wagner,C,6-11,245,"April 26, 1997",1,Michigan
Washington Wizards,2019-20,19,Johnathan Williams,PF,6-9,228,"May 22, 1995",1,Missouri
Washington Wizards,2020-21,9,Deni Avdija,SF,6-9,210,"January 3, 2001",R,
Washington Wizards,2020-21,3,Bradley Beal,SG,6-4,207,"June 28, 1993",8,Florida
Washington Wizards,2020-21,7,Jordan Bell,C,6-8,216,"January 7, 1995",3,Oregon
Washington Wizards,2020-21,42,Dāvis Bertāns,PF,6-10,225,"November 12, 1992",4,
Washington Wizards,2020-21,17,Isaac Bonga,SF,6-8,180,"November 8, 1999",2,
Washington Wizards,2020-21,6,Troy Brown Jr.,SF,6-6,215,"July 28, 1999",2,Oregon
Washington Wizards,2020-21,13,Thomas Bryant,C,6-10,248,"July 31, 1997",3,Indiana
Washington Wizards,2020-21,21,Daniel Gafford,C,6-10,234,"October 1, 1998",1,Arkansas
Washington Wizards,2020-21,16,Anthony Gill,PF,6-7,230,"October 17, 1992",R,South Carolina
Washington Wizards,2020-21,8,Rui Hachimura,PF,6-8,230,"February 8, 1998",1,Gonzaga
Washington Wizards,2020-21,1,Chandler Hutchison,SF,6-6,210,"April 26, 1996",2,Boise State
Washington Wizards,2020-21,27,Alex Len,C,7-0,250,"June 16, 1993",7,Maryland
Washington Wizards,2020-21,15,Robin Lopez,C,7-0,281,"April 1, 1988",12,Stanford
Washington Wizards,2020-21,24,Garrison Mathews,SG,6-5,215,"October 24, 1996",1,Lipscomb
Washington Wizards,2020-21,19,Raul Neto,PG,6-1,180,"May 19, 1992",5,
Washington Wizards,2020-21,18,Anžejs Pasečņiks,C,7-1,229,"December 20, 1995",1,
Washington Wizards,2020-21,12,Jerome Robinson,SG,6-4,190,"February 22, 1997",2,Boston College
Washington Wizards,2020-21,14,Ish Smith,PG,6-0,175,"July 5, 1988",10,Wake Forest
Washington Wizards,2020-21,21,Moritz Wagner,C,6-11,245,"April 26, 1997",2,Michigan
Washington Wizards,2020-21,4,Russell Westbrook,PG,6-3,200,"November 12, 1988",12,UCLA
Washington Wizards,2020-21,5,Cassius Winston,PG,6-1,185,"February 28, 1998",R,Michigan State
Atlanta Hawks,2010-11,31,Hilton Armstrong,C,6-11,235,"November 11, 1984",4,UConn
Atlanta Hawks,2010-11,10,Mike Bibby,PG,6-1,190,"May 13, 1978",12,Arizona
Atlanta Hawks,2010-11,34,Jason Collins,C,7-0,255,"December 2, 1978",9,Stanford
Atlanta Hawks,2010-11,11,Jamal Crawford,SG,6-5,185,"March 20, 1980",10,Michigan
Atlanta Hawks,2010-11,55,Jordan Crawford,SG,6-4,195,"October 23, 1988",R,Indiana
Atlanta Hawks,2010-11,1,Maurice Evans,SF,6-5,220,"November 8, 1978",7,Wichita State
Atlanta Hawks,2010-11,6,Kirk Hinrich,PG,6-4,190,"January 2, 1981",7,Kansas
Atlanta Hawks,2010-11,15,Al Horford,C,6-9,240,"June 3, 1986",3,Florida
Atlanta Hawks,2010-11,2,Joe Johnson,SG,6-7,240,"June 29, 1981",9,Arkansas
Atlanta Hawks,2010-11,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",7,
Atlanta Hawks,2010-11,12,Josh Powell,PF,6-9,225,"January 25, 1983",5,NC State
Atlanta Hawks,2010-11,5,Josh Smith,PF,6-9,225,"December 5, 1985",6,
Atlanta Hawks,2010-11,19,Pape Sy,SF,6-7,225,"April 5, 1988",R,
Atlanta Hawks,2010-11,0,Jeff Teague,PG,6-3,195,"June 10, 1988",1,Wake Forest
Atlanta Hawks,2010-11,36,Etan Thomas,C,6-9,256,"April 1, 1978",8,Syracuse
Atlanta Hawks,2010-11,3,Damien Wilkins,SF,6-6,225,"January 11, 1980",6,NC State
Atlanta Hawks,2010-11,24,Marvin Williams,SF,6-8,237,"June 19, 1986",5,UNC
Atlanta Hawks,2011-12,34,Jason Collins,C,7-0,255,"December 2, 1978",10,Stanford
Atlanta Hawks,2011-12,25,Erick Dampier,C,6-11,265,"July 14, 1975",15,Mississippi State
Atlanta Hawks,2011-12,33,Willie Green,SG,6-4,200,"July 28, 1981",8,Detroit Mercy
Atlanta Hawks,2011-12,6,Kirk Hinrich,SG,6-4,190,"January 2, 1981",8,Kansas
Atlanta Hawks,2011-12,15,Al Horford,C,6-9,240,"June 3, 1986",4,Florida
Atlanta Hawks,2011-12,44,Ivan Johnson,PF,6-8,230,"April 10, 1984",R,Oregon
Atlanta Hawks,2011-12,2,Joe Johnson,SG,6-7,240,"June 29, 1981",10,Arkansas
Atlanta Hawks,2011-12,1,Tracy McGrady,SF,6-8,210,"May 24, 1979",14,
Atlanta Hawks,2011-12,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",8,
Atlanta Hawks,2011-12,7,Jannero Pargo,PG,6-1,175,"October 22, 1979",7,Arkansas
Atlanta Hawks,2011-12,77,Vladimir Radmanović,SF,6-10,227,"November 19, 1980",10,
Atlanta Hawks,2011-12,12,Donald Sloan,PG,6-3,205,"January 15, 1988",R,Texas A&M
Atlanta Hawks,2011-12,5,Josh Smith,PF,6-9,225,"December 5, 1985",7,
Atlanta Hawks,2011-12,42,Jerry Stackhouse,SF,6-6,218,"November 5, 1974",16,UNC
Atlanta Hawks,2011-12,0,Jeff Teague,PG,6-3,195,"June 10, 1988",2,Wake Forest
Atlanta Hawks,2011-12,24,Marvin Williams,SF,6-8,237,"June 19, 1986",6,UNC
Atlanta Hawks,2012-13,34,Devin Harris,SG,6-3,185,"February 27, 1983",8,Wisconsin
Atlanta Hawks,2012-13,15,Al Horford,C,6-9,240,"June 3, 1986",5,Florida
Atlanta Hawks,2012-13,12,John Jenkins,SG,6-4,215,"March 6, 1991",R,Vanderbilt
Atlanta Hawks,2012-13,44,Ivan Johnson,PF,6-8,230,"April 10, 1984",1,Oregon
Atlanta Hawks,2012-13,30,Dahntay Jones,SF,6-6,225,"December 27, 1980",9,Rutgers University
Atlanta Hawks,2012-13,26,Kyle Korver,SF,6-7,212,"March 17, 1981",9,Creighton
Atlanta Hawks,2012-13,8,Shelvin Mack,PG,6-3,203,"April 22, 1990",1,Butler
Atlanta Hawks,2012-13,22,Anthony Morrow,SG,6-5,210,"September 27, 1985",4,Georgia Tech
Atlanta Hawks,2012-13,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",9,
Atlanta Hawks,2012-13,7,Jannero Pargo,PG,6-1,175,"October 22, 1979",8,Arkansas
Atlanta Hawks,2012-13,10,Johan Petro,C,7-0,247,"January 27, 1986",7,
Atlanta Hawks,2012-13,32,Mike Scott,PF,6-7,237,"July 16, 1988",R,Virginia
Atlanta Hawks,2012-13,5,Josh Smith,PF,6-9,225,"December 5, 1985",8,
Atlanta Hawks,2012-13,92,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",12,
Atlanta Hawks,2012-13,0,Jeff Teague,PG,6-3,195,"June 10, 1988",3,Wake Forest
Atlanta Hawks,2012-13,4,Anthony Tolliver,SF,6-8,240,"June 1, 1985",4,Creighton
Atlanta Hawks,2012-13,1,Jeremy Tyler,C,6-10,260,"June 21, 1991",1,
Atlanta Hawks,2012-13,3,Lou Williams,SG,6-1,175,"October 27, 1986",7,
Atlanta Hawks,2013-14,6,Pero Antić,C,6-11,260,"July 29, 1982",R,
Atlanta Hawks,2013-14,14,Gustavo Ayón,C,6-10,250,"April 1, 1985",2,
Atlanta Hawks,2013-14,42,Elton Brand,C,6-8,275,"March 11, 1979",14,Duke
Atlanta Hawks,2013-14,5,DeMarre Carroll,SF,6-6,215,"July 27, 1986",4,Vanderbilt
Atlanta Hawks,2013-14,7,Jared Cunningham,SG,6-4,195,"May 22, 1991",1,Oregon State
Atlanta Hawks,2013-14,15,Al Horford,C,6-9,240,"June 3, 1986",6,Florida
Atlanta Hawks,2013-14,12,John Jenkins,SG,6-4,215,"March 6, 1991",1,Vanderbilt
Atlanta Hawks,2013-14,26,Kyle Korver,SG,6-7,212,"March 17, 1981",10,Creighton
Atlanta Hawks,2013-14,8,Shelvin Mack,PG,6-3,203,"April 22, 1990",2,Butler
